Campaign;Campaign ID;Campaign type;Campaign start date;Campaign end date;Impr.;Clicks;Cost
Kaufland - Impuls - Online katalog - ZIMNICA - Nov 2023 (DN) - CPC;20743078236;Display;6 Nov 2023;19 Nov 2023;0;0;0
KRIVO KOPIRANO;21015313366;Display;12 Feb 2024;25 Feb 2024;0;0;0
Kaufland - SuperSommer - 2.val - Jun 2024 (DN) - CPM - Other Languages;21388636036;Display;15 Jun 2024;30 Jun 2024;0;0;0
Kaufland - Impuls - Kaufland Card - Blue Tuesday - Jun 2024 (DN) - CPC;21404063740;Display;20 Jun 2024;25 Jun 2024;0;0;0
Kaufland - Impuls - Kaufland Card - Blue Tuesday - May 2025 (DN) - CPC;22592469500;Display;25 May 2025;27 May 2025;1,475,376;23,296;1348.97
Kaufland - Image - CSR - Vatrogasci - May-Jun 2024 (DN) - CPM;21308690355;Display;22 May 2024;11 Jun 2024;0;0;0
Kaufland - Impuls - Image - CSR - KŠViP - 1. val - Apr 2025 (DN) - CPC;22420905485;Display;9 Apr 2025;22 Apr 2025;1,253,166;17,966;1497.32
Kandit summer NI youtube;19231443510;In-stream video;15 Dec 2022;24 Dec 2022;0;0;0
Kaufland - Zapošljavanje Varaždin May - Jun 2023 (DN) - CPC;20160072152;Display;28 May 2023;15 Jun 2023;0;0;0
Kaufland - SuperSommer - 1. val - Jun 2023 (DN) - CPM - German language;20225030105;Display;1 Jun 2023;14 Jun 2023;0;0;0
Kaufland - Impuls - Other - Online katalog Vlastite marke Kauflanda - Feb 2024 (DN) - CPC;21073743251;Display;4 Mar 2024;17 Mar 2024;0;0;0
Kaufland - SuperSommer - 4. val - Jul 2024 (DN) - CPM - Other Languages;21462805379;Display;15 Jul 2024;31 Jul 2024;0;0;0
Kaufland - Image - Cjenovna kampanja - Sept 2024 (DN) - CPM;21666137264;Display;4 Sept 2024;30 Sept 2024;0;0;0
Kaufland - Impuls - Split - Ravne njive - Sept-Nov 2025 (DG) - CPC;23055052468;Demand Gen;24 Sept 2025;11 Nov 2025;595,504;16,027;501.39
Kaufland - Impuls - Kaufland Card Rođendan - Oct - Nov 2025 (DN) - CPC;23135201942;Display;15 Oct 2025;11 Nov 2025;1,412,354;21,589;998.33
Kandi slatkici display;19231443489;Display;15 Dec 2022;24 Dec 2022;0;0;0
Kaufland - Impuls - Competition - NEO konkurencija Karlovac - Nov-Dec 2024 (DN) - CPM;21961375654;Display;27 Nov 2024;31 Dec 2024;0;0;0
Kaufland - Stranci - Hindi - Jul 2025 (DN) - CPM;22783135600;Display;10 Jul 2025;24 Jul 2025;784,158;3,415;317.09
Kaufland - Image - Split - Ravne njive - Nov - (DN) - CPM;23252553270;Display;12 Nov 2025;27 Nov 2025;372,455;373;140.69
No guilt Nagradna igra Display;19231443504;Display;15 Dec 2022;24 Dec 2022;0;0;0
202503// Got2b_STY Topseller B 25_Bumper_16x9_6s_BeachMatt_ChillHold//6sec//CPM//W18-54;22614852371;In-stream video;29 May 2025;4 Aug 2025;2,614,324;3,762;2998.89
Kaufland - KŠViP - April 2023 (DN) - CPC;19982954128;Display;17 Apr 2023;10 May 2023;0;0;0
Kaufland - SuperSommer - 1. val - Jun 2023 (DN) - CPM - Other languages;20224737083;Display;1 Jun 2023;14 Jun 2023;0;0;0
Kaufland - Image - Božić Mix 2023 - Impuls Božić - Nov - Dec 2023 (DN) - CPC;20785584430;Display;16 Nov 2023;24 Dec 2023;0;0;0
Kaufland - SuperSommer - 2.val - Jun 2024 (DN) - CPM - Italian Language;21384648185;Display;15 Jun 2024;30 Jun 2024;0;0;0
Kaufland - SuperSommer - 5., 6., 7., 8. i 9. val - Aug 2024 (DN) - CPM - Other Languages;21529144009;Display;1 Aug 2024;14 Oct 2024;0;0;0
Kaufland - Impuls - Competition - NEO konkurencija - Neviđena rasprodaja - Jankomir - Aug 2025 (DG) - CPC;22939420753;Demand Gen;26 Aug 2025;28 Aug 2025;120,155;4,247;501.59
Kaufland - Krizne poslovnice - May 2023 (DN) - CPC;20155317258;Display;18 May 2023;31 May 2023;0;0;0
Kaufland - SuperSommer - 1., 2., 3., 4., 5., 6. i 7. val - 2025 (DN) - CPM - German language;22619003188;Display;1 Jun 2025;14 Sept 2025;12,199,537;16,319;3063.67
Kaufland - Impuls - Split - Ravne njive - Nov - (DN) - CPC;23261800483;Display;12 Nov 2025;27 Nov 2025;383,172;7,003;326.98
202106//got2b//Brand Campaign got2b Uncensored 2021//got2b Styling Limited Edition Sheidlina 2021 (RU)//video//trueview - CPV;19311477567;In-stream video;20 Dec 2022;30 Dec 2022;0;0;0
Kaufland- Nagradna igra Visa - 2023;19450881048;Display;2 Jan 2023;28 Feb 2023;0;0;0
Kaufland - Zapošljavanje Varaždin Apr - May 2023 (DN) - CPC;20019506056;Display;21 Apr 2023;10 May 2023;0;0;0
Kaufland - SuperSommer - 7. val - Sept 2023 (DN) - CPM - German language;20499885579;Display;1 Sept 2023;15 Sept 2023;0;0;0
Kaufland - Impuls - Kaufland Card - Blue Tuesday - VODICE - Aug-Sept 2024 (DN) - CPM;21607678211;Display;21 Aug 2024;3 Sept 2024;0;0;0
Kaufland - Impuls - Kaufland Card - Blue Tuesday - Jan 2025 (DN) - CPC;22133425589;Display;25 Jan 2025;28 Jan 2025;2,221,157;37,255;1474.13
Kaufland - SuperSommer - 1., 2., 3., 4., 5., 6. i 7. val - 2025 (DN) - CPM - Slovenian language;22609067442;Display;1 Jun 2025;14 Sept 2025;2,722,141;3,627;795.54
Kaufland - Impuls - NEO konkurencija - Jednodnevna akcija - Jankomir - DEC 2025 (DN) - CPC;23306185899;Display;28 Nov 2025;2 Dec 2025;1,183,832;5,602;1050.55
Kaufland - Otvorenje Vodice (Petar Grašo) Jun - Jul 2023 (DN) - CPM;20304340702;Display;23 Jun 2023;4 Jul 2023;0;0;0
Kaufland - Impuls - Kaufland Card - Blue Tuesday - Aug 2024 (DN) - CPC;21616346760;Display;25 Aug 2024;27 Aug 2024;0;0;0
Porsche Moon May - Jul 2025 - (DG) - CPC;22575439607;Demand Gen;20 May 2025;13 Jul 2025;2,894,359;59,589;1564.11
Porsche Moon May - Jul 2025 - (DN) - CPC;22575576404;Display;20 May 2025;13 Jul 2025;2,297,026;20,123;1944.73
Kaufland - Zapošljavanje Vodice Apr - May 2023 (DN) - CPC;20019506059;Display;21 Apr 2023;14 May 2023;0;0;0
Kaufland GDN Godišnja 2023 (PMax) - OBRISANO;20736045070;Performance Max;1 Nov 2023;31 Dec 2023;0;0;0
Kaufland - Uskrs - Online katalog - Igračke - Apr 2025 (DN) - CPC;22394409546;Display;2 Apr 2025;26 Apr 2025;1,605,670;29,730;1287.63
Kaufland - Impuls - Kaufland Card - Blue Tuesday - Jun 2025 (DN) - CPC;22701405799;Display;21 Jun 2025;24 Jun 2025;2,098,977;25,288;1493.06
Kaufland - Impuls - Sniženje 1.000 cijena - Jan 2026 (DN) - CPC;23487554341;Display;21 Jan 2026;28 Feb 2026;0;0;0
Kaufland - Kaufland Card - Blue Tuesday - Apr 2023 (DN) - CPC;19988306382;Display;18 Apr 2023;25 Apr 2023;0;0;0
Kaufland - SuperSommer - 7. val - Sept 2023 (DN) - CPM - Other languages;20499885582;Display;1 Sept 2023;15 Sept 2023;0;0;0
Kaufland - Kaufland Card - Blue Tuesday - Jan 2024 (DN) - CPC;20960245902;Display;23 Jan 2024;30 Jan 2024;0;0;0
Porsche Moon Oct - Dec 2025 - (PMAX) - CPA;23100458605;Performance Max;8 Oct 2025;30 Dec 2025;548,285;12,000;4488.42
202406//got2b//got2b Styling TopSeller 2024//got2b Styling TopSeller 2024//video//Trueview;21422169494;In-stream video;28 Jun 2024;31 Dec 2024;0;0;0
Kaufland - Zapošljavanje Rijeka - Radnik za poslove čišćenja - Jun 2023 (DN) - CPC;20262521198;Display;9 Jun 2023;30 Jun 2023;0;0;0
Kaufland - Impuls - Online katalog - ČIŠĆENJE - Sept 2023 (DN) - CPC;20627484938;Display;9 Oct 2023;22 Oct 2023;0;0;0
Kaufland - Impuls - Other - Onilne katalog Igračke - Mar-Apr 2024 (DN) - CPC;21111015350;Display;18 Mar 2024;6 Apr 2024;0;0;0
Kaufland - SuperSommer - 1.val - Jun 2024 (DN) - CPM - Polish Language;21358749066;Display;7 Jun 2024;14 Jun 2024;0;0;0
Kaufland - Image - Impuls - FIMA - Split - Ravne njive - Jun-Jul 2025 (DN) - CPC;22719312160;Display;25 Jun 2025;22 Jul 2025;756,921;10,361;499.47
Kaufland - Impuls - Katalog Dekoracije i kolači - (DN) - CPC;23303954306;Display;26 Nov 2025;24 Dec 2025;1,844,867;22,414;1389.33
POR-Porsche-DasWeltauto-Image_kampanja-GDN-NoLink-traffic-TOP-GEN-cro-HR-29112023-13122023;20820937159;Display;29 Nov 2023;13 Dec 2023;0;0;0
Kaufland - Image - Impuls - Podcast - 1. flight - Oct 2023 (DN) - CPC;20640402382;Display;11 Oct 2023;22 Oct 2023;0;0;0
Kaufland - SuperSommer - 3.val - Jul 2024 (DN) - CPM - Other Languages;21415668426;Display;1 Jul 2024;14 Jul 2024;0;0;0
Kaufland - Zapošljavanje - Split - Sept-Nov 2024 (DN) - CPM;21729359642;Display;20 Sept 2024;20 Nov 2024;0;0;0
Kaufland - Impuls - NEO konkurencija - Stoti kupac - Jankomir - Oct 2025 (DN) - CPM;23078243977;Display;1 Oct 2025;7 Oct 2025;949,465;982;349.65
Greška;23129327700;Demand Gen;15 Oct 2025;11 Nov 2025;0;0;0
Kaufland - Stranci - Punjabi - Jul 2025 (DN) - CPM;22779254867;Display;10 Jul 2025;24 Jul 2025;2,679;6;1.08
Kaufland - Dex Rock - Jul-Aug 2025 (DN) - CPM;22797257519;Display;15 Jul 2025;12 Aug 2025;4,431,659;3,602;999.86
Kaufland - Image - Parkside  Sept - Oct 2023 (DN) - CPM;20513012058;Display;4 Sept 2023;22 Oct 2023;0;0;0
Kaufland - Impuls - Other - Online katalog - Guilty pleasures - Jan 2025 (DN) - CPC;22104822958;Display;7 Jan 2025;18 Jan 2025;1,884,786;41,683;1402.52
Kaufland - Impuls - Competition - NEO konkurencija - Neviđena rasprodaja - Jankomir - Aug 2025 (DN) - CPM;22935327806;Display;26 Aug 2025;28 Aug 2025;1,133,226;1,460;395.74
Kaufland- Online katalog Baby - 2023;19654840705;Display;7 Feb 2023;19 Feb 2023;0;0;0
Kaufland - SuperSommer - 1.val - Jun 2024 (DN) - CPM - Italian Language;21369004549;Display;7 Jun 2024;14 Jun 2024;0;0;0
Kaufland - Impuls - Other - Online katalog - Sendviči - Sept 2024 (DN) - CPC;21658243889;Display;2 Sept 2024;14 Sept 2024;0;0;0
Kaufland - Impuls - Other - Otvaranja konkurencije - Oct-Nov 2024 (DN) - CPM;21824721039;Display;21 Oct 2024;21 Nov 2024;0;0;0
Kaufland - Implus - Other - Online katalog Pet food - Sept-Oct 2024 (DN) - CPC;21695038698;Display;16 Sept 2024;5 Oct 2024;0;0;0
Kaufland - Impuls - Kaufland Card - Blue Tuesday - Apr 2025 (DN) - CPC;22477837665;Display;27 Apr 2025;29 Apr 2025;1,801,756;18,149;1500.04
Kaufland - Impuls - Image - Price - Cjenovna kampanja - Sept-Oct 2025 (DG) - CPC;22973235801;Demand Gen;3 Sept 2025;30 Sept 2025;3,013,688;61,282;1537.75
Kaufland - SuperSommer - 5. val - Aug 2023 (DN) - CPM - German language;20403449182;Display;26 Jul 2023;14 Aug 2023;0;0;0
Kaufland - SuperSommer - 4. val - Jul 2024 (DN) - CPM - Polish Language;21462805376;Display;15 Jul 2024;31 Jul 2024;0;0;0
Kaufland - SuperSommer - 5., 6., 7., 8. i 9. val - Aug 2024 (DN) - CPM - German Language;21529144012;Display;1 Aug 2024;14 Oct 2024;0;0;0
Kaufland - Image - Impuls - Christmas - Online katalog - DELIKATESE - Dec 2024 (DN) - CPC;21960876684;Display;1 Dec 2024;15 Dec 2024;0;0;0
Kaufland - Image - Impuls - Christmas - Online katalog - Blagdanska kuharica - Dec 2024 (DN) - CPC;22025674991;Display;16 Dec 2024;31 Dec 2024;0;0;0
Kaufland - Impuls - Kaufland Card - Nagradna igra - Orašar - November - (DG) - CPC;23257840267;Demand Gen;12 Nov 2025;25 Nov 2025;1,804,784;40,982;1448.26
Kaufland - Kaufland Card - Blue Tuesday - May 2023 (DN) - CPC;20179652615;Display;23 May 2023;30 May 2023;0;0;0
Kaufland - Image - Impuls - Podcast - 4. flight - Nov - Dec 2023 (DN) - CPC;20778780375;Display;20 Nov 2023;3 Dec 2023;0;0;0
Kaufland - Impuls - Image - CSR - KŠViP - 1. val - Apr 2024 (DN) - CPC;21153568923;Display;8 Apr 2024;28 Apr 2024;0;0;0
Kaufland - SuperSommer - 4. val - Jul 2024 (DN) - CPM - Italian Language;21462805373;Display;15 Jul 2024;31 Jul 2024;0;0;0
Kaufland - Impuls - Kaufland Card - Blue Tuesday - Nov 2024 (DN) - CPC;21933482834;Display;23 Nov 2024;26 Nov 2024;0;0;0
Moon - GDN - Q4 - Reach - 15112024-30122024;21918269001;Display;19 Nov 2024;30 Nov 2024;0;0;0
Kaufland - Impuls - Other - WhatsApp - excluded catalog placements (DN) - CPC;19927967247;Display;10 Apr 2023;10 May 2023;0;0;0
Kaufland - Zapošljavanje Vodice May - Jun 2023 (DN) - CPC;20163392350;Display;28 May 2023;15 Jun 2023;0;0;0
Kaufland - Image - Impuls - Podcast - 5. flight - Dec 2023 (DN) - CPC;20825072768;Display;4 Dec 2023;17 Dec 2023;0;0;0
Kaufland - Online katalog - ODRŽIVOST - Jan 2024 (DN) - CPC;20926391414;Display;8 Jan 2024;21 Jan 2024;0;0;0
Kaufland - SuperSommer - 1.val - Jun 2024 (DN) - CPM - Other Languages;21337316151;Display;1 Jun 2024;14 Jun 2024;0;0;0
Kaufland - Impuls - Image - CSR - KŠViP - 3. val - Sept 2024 (DN) - CPM;21683227802;Display;9 Sept 2024;13 Sept 2024;0;0;0
Kaufland - Impuls - WhatsApp - Feb 2024 (DN) - catalog placements - CPC;20979051051;Display;1 Feb 2024;29 Feb 2024;0;0;0
Kaufland - Impuls - Kaufland Card - Prize game - Rođendan - Oct 2024 (DN) - CPM;21771413981;Display;2 Oct 2024;6 Nov 2024;0;0;0
Kaufland - Dukat - 2023;19646423646;Display;7 Feb 2023;5 Mar 2023;0;0;0
Kaufland - Kaufland Card - Blue Tuesday - Aug 2023 (DN) - CPC;20493128812;Display;24 Aug 2023;29 Aug 2023;0;0;0
Kaufland - SuperSommer - 3.val - Jul 2024 (DN) - CPM - Polish Language;21426133336;Display;1 Jul 2024;14 Jul 2024;0;0;0
Kaufland - Implus - Other - Online katalog Namazi - Jun 2024 (DN) - CPC;21384542117;Display;16 Jun 2024;30 Jun 2024;0;0;0
Kaufland WhatsApp Godišnja 2024 (DN);21340751482;Display;29 May 2024;31 Dec 2024;0;0;0
Kaufland - Impuls - Other - Online katalog - BTS - 3. val - Sept 2024 (DN) - CPC;21651419505;Display;2 Sept 2024;8 Sept 2024;0;0;0
Kaufland - Image - Impuls - Christmas - IGRAČKE - Nov-Dec 2025 (DN) - CPC;23228485387;Display;4 Nov 2025;24 Dec 2025;1,957,293;37,360;1953.25
Kaufland - Kaufland marke + Nagradna igra - Aug - Oct 2023 (DN) - CPM;20507467612;Display;30 Aug 2023;3 Oct 2023;0;0;0
Kaufland - Impuls - Eigenmarke - Parkside - Jul-Aug 2024 (DN) - CPC;21515005354;Display;29 Jul 2024;21 Aug 2024;0;0;0
Kaufland - Impuls - Other - Online katalog - ČIŠĆENJA - Nov 2024 (DN) - CPC;21861033326;Display;3 Nov 2024;16 Nov 2024;0;0;0
Kaufland - Impuls - Kaufland Card - Nagradna igra - Jun 2025 (DN) - CPC;22634269397;Display;4 Jun 2025;17 Jun 2025;2,697,103;48,146;1944.36
Kaufland Image 100x Više - Mar 2023 (DN) - CPM;19768337898;Display;7 Mar 2023;31 Mar 2023;0;0;0
Kaufland - Kaufland Card - Blue Tuesday - Mar 2024 (DN) - CPC;21121405636;Display;20 Mar 2024;26 Mar 2024;0;0;0
Kaufland - SuperSommer - 1.val - Jun 2024 (DN) - CPM - German Language;21337317810;Display;1 Jun 2024;14 Jun 2024;0;0;0
Kaufland - SuperSommer - 3.val - Jul 2024 (DN) - CPM - German Language;21422144555;Display;1 Jul 2024;14 Jul 2024;0;0;0
Kaufland - Image - Impuls - Christmas - IGRAČKE - Nov-Dec 2024 (DN) - CPC;21882364226;Display;6 Nov 2024;24 Dec 2024;0;0;0
Kandit Zeko Nagradna Igra March 2024 (DN) - CPM;21127034628;Display;26 Mar 2024;30 Mar 2024;0;0;0
Kaufland - Impuls - Kaufland Card - Blue Tuesday - Oct 2024 (DN) - CPC;21842381974;Display;26 Oct 2024;29 Oct 2024;0;0;0
Kaufland - Mini Jobs - May 2025 (DN) - CPM;22540720006;Display;9 May 2025;22 May 2025;4,644,387;4,854;1852.97
Kaufland - Zapošljavanje Istra May - Jun 2023 (DN) - CPC;20163393106;Display;28 May 2023;15 Jun 2023;0;0;0
Kaufland - Zapošljavanje Istra Jun 2023 (DN) - CPC;20304214078;Display;23 Jun 2023;30 Jun 2023;0;0;0
Kaufland - Online Leaflet BTS/BTO - Aug - Sept 2023 (DN) - CPC;20452393185;Display;16 Aug 2023;10 Sept 2023;0;0;0
Kaufland GDN Godišnja 2024 - Jankomir - Jan 2024 (DN) - CPC;20919355884;Display;8 Jan 2024;31 Jan 2024;0;0;0
Kaufland - Otvorenje Vodice Jun - Jul 2023 (DN) - CPM;20299526825;Display;23 Jun 2023;4 Jul 2023;0;0;0
Kaufland - SuperSommer - 7. val - Sept 2023 (DN) - CPM - Italian language;20499885585;Display;1 Sept 2023;15 Sept 2023;0;0;0
Kaufland - Impuls - Kaufland Card - Blue Tuesday - May 2024 (DN) - CPC;21312800107;Display;21 May 2024;28 May 2024;0;0;0
Kaufland - Impuls - Competition - NEO konkurencija Vinkovci - 100ti kupac - Dec-Jan 2024 (DN) - CPM;22016705165;Display;11 Dec 2024;7 Jan 2025;473,750;719;126.81
Kaufland - K-Card Easter - Uskrs - Mar-Apr 2025 (DN) - CPC;22349140680;Display;19 Mar 2025;19 Apr 2025;1,388,710;21,393;900.9
Ruby Display Placements;19231443492;Display;15 Dec 2022;24 Dec 2022;0;0;0
202503// Got2b_STY Topseller B 25_OLV_16x9_15s_RangeBeachMattTwistedPowderful-Master_ChillHold&HeatProtection&VolumeBoost//15sec//CPM//W18-54;22608337149;In-stream video;29 May 2025;4 Aug 2025;1,623,672;1,023;4000.14
Porsche Moon May - Jul 2025 - (YT) - VVC;22579330750;In-stream video;20 May 2025;13 Jul 2025;2,233,718;2,134;3826.7
Kaufland - SuperSommer - 6. val - Aug 2023 (DN) - CPM - Italian language;20448588649;Display;15 Aug 2023;31 Aug 2023;0;0;0
Kaufland - Image - Impuls - Kaufland Card - Zagreb + Plavi utorak - May 2024 (DN) - CPC;21239854293;Display;1 May 2024;31 May 2024;0;0;0
Kaufland - SuperSommer - 3.val - Jul 2024 (DN) - CPM - Italian Language;21415668360;Display;1 Jul 2024;14 Jul 2024;0;0;0
Kaufland - Impuls - CRM - 50 dana - 50 poklona - Jan-Mar 2025 (DN) - CPC;22100777516;Display;7 Jan 2025;1 Mar 2025;2,621,464;43,179;1390.74
Kaufland - Impuls - Other - Online katalog - Tjestenina i umaci - Feb-Mar 2025 (DN) - CPC;22253655013;Display;17 Feb 2025;1 Mar 2025;2,427,688;30,248;1472.47
McDonald's HM Panini Aug - Sep 2023 (YT) - Reach Mix - CPM;20449159624;In-stream video;11 Aug 2023;1 Sept 2023;0;0;0
McDonald's Coffee III Sept - Oct 2023 (YT) - Reach Mix - CPM;20563950422;In-stream video;18 Sept 2023;8 Oct 2023;0;0;0
McDonald's Sirious Winter Nov - Dec 2023 (YT) - Reach Mix 2.0 - CPM;20814613572;In-stream video;30 Nov 2023;31 Dec 2023;0;0;0
McDonald's HM Adopt Me Dec - Jan 2023 (YT) - Reach Mix 2.0 - CPM;20898297494;In-stream video;27 Dec 2023;7 Jan 2024;0;0;0
McDonald's Maestro I Bacon Burgers Feb - Mar 2024 (YT) - Reach Mix 2.0 - CPM;21000794842;In-stream video;5 Feb 2024;10 Mar 2024;0;0;0
McDonald's HM Multiverse March 2024 (DN) - CPM;21088906015;Display;8 Mar 2024;24 Mar 2024;0;0;0
McDonald's McDelivery AO July - Aug 2024 (YT) - Reach Mix 2.0 - CPM;21420013627;In-stream video;15 Jul 2024;31 Aug 2024;0;0;0
McDonald's McDelivery Wolt III July - August 2024 (YT) - Reach Mix 2.0 - CPM;21512967548;In-stream video;29 Jul 2024;12 Aug 2024;0;0;0
McDonald's MCCrispy III Sep 2024 (DN) - CPM;21651808938;Display;2 Sept 2024;22 Sept 2024;0;0;0
McDonald's Srijeda koja vrijedi više IV Oct - Dec 2024 (YT) - Bumper;21857274178;In-stream video;28 Oct 2024;31 Dec 2024;0;0;0
McDonald's McCrispy II April - May 2025 (YT) - Bumper;22452364523;In-stream video;21 Apr 2025;25 May 2025;2,875,337;1,326;1999.91
McDonald's Trust I May 2025 (YT) - Bumper;22518745594;In-stream video;5 May 2025;25 May 2025;1,964,313;1,330;1499.95
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;30 Jun 2025;20 Jul 2025;3,554,705;10,616;2515.85
McDonald's Mixology July 2025 (YT) - CPV;22761591506;In-stream video;7 Jul 2025;27 Jul 2025;413,288;495;1199.43
McDonald's HM TMNT x Sanrio August 2025 (YT) - Bumper;22866665976;In-stream video;6 Aug 2025;24 Aug 2025;251,554;159;213.3
McDonald's Employer Image III Aug - Sep 2025 (Demand Gen) - CPC;22921219638;Demand Gen;25 Aug 2025;14 Sept 2025;4,246,569;68,359;1500.35
McDonald's Employer Image III - Young Adults - Aug - Sep 2025 (VVC) - CPV;22931314702;In-stream video;25 Aug 2025;14 Sept 2025;1,111,693;4,840;3497.32
McDonald's Snack Menu AO Oct - Nov 2025 (YT) - CPV;23117039682;In-stream video;13 Oct 2025;9 Nov 2025;456,259;442;1499.87
McDonald's MOP Sep - Nov OSIJEK 2025 (YT) - CPV;23197204073;In-stream video;28 Oct 2025;30 Nov 2025;167,003;298;800.33
McDonald's Breakfast AO Jan - Mar 2026 (YT) - Bumper;23422382052;In-stream video;5 Jan 2026;31 Mar 2026;0;0;0
McDonald's Happy Meal Space With Crayola January 2026 (YT) - CPV;23458770393;In-stream video;16 Jan 2026;31 Jan 2026;0;0;0
T03_000142_HR_NFL_Micellair Core_AW_Oct23_Nov23_fullf_OMD_Preroll_Influenceri;20680320864;In-stream video;20 Oct 2023;26 Nov 2023;0;0;0
T03_000161_HR_NFC_Cellular Expert Lift_AW_Oct23_Dec23_fullf_OMD_Bumper;20721467487;In-stream video;30 Oct 2023;31 Dec 2023;0;0;0
T03_000454_HR_NCR_Blue Tin_AW_Nov23_Dec23_fullf_OMD_Preroll;20725949892;In-stream video;1 Nov 2023;31 Dec 2023;0;0;0
T03_000161_HR_NFC_CellularExpertLift_AW_Jan24_Mar24_fullf_OMD_Bumper;20930484856;In-stream video;8 Jan 2024;17 Mar 2024;0;0;0
T03_000055_HR_NBD_BodyMilk_AW_Feb24_Apr24_fullf_OMD_Preroll;21032099983;In-stream video;16 Feb 2024;4 Apr 2024;0;0;0
T03_000033_HR_NCR_Soft_CO_Jun24_Aug24_fullf_OMD_Preroll;21391113731;In-stream video;17 Jun 2024;31 Aug 2024;0;0;0
T03_001233_HR_NCR_RepairCareAPC_AW_Jul24_Aug24_fullf_OMD_Trueview;21435622239;In-stream video;5 Jul 2024;5 Aug 2024;0;0;0
T03_001506_HR_NBD_Luminous630Body_AW_Aug24_Oct24_fullf_OMD_Bumper Travel;21559713343;In-stream video;12 Aug 2024;13 Oct 2024;0;0;0
T03_000158_HR_NDO_BW(unisex)_CO_Mar25_Apr25_fullf_OMD_DigGR_Trueview - Female;22363752698;In-stream video;21 Mar 2025;13 Apr 2025;660,136;1,055;1937.17
T03_000286_HR_NFL_MicellarExtra_CO_Jun25_Jul25_fullf_OMD_DigGR_Trueview;22601760185;In-stream video;2 Jun 2025;27 Jul 2025;1,781,591;2,077;6499.08
T03_001642_HR_NFC_Luminous630Glow_CO_Jun25_Aug25_fullf_OMD_DigGR_NonskipTrueview_deleted;22643878046;In-stream video;16 Jun 2025;24 Aug 2025;0;0;0
McDonald's Coffee & BF March 2023 (DN) - CPM;19807414708;Display;13 Mar 2023;26 Mar 2023;0;0;0
PMAX_OMD_HR-EN_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_05.06.-30.07..PMAX;21336564674;Performance Max;5 Jun 2024;30 Jul 2024;0;0;0
DG_OMD_BA-EN_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_DG_21.10.-24.12.2024.;21838643434;Demand Gen;22 Oct 2024;24 Dec 2024;0;0;0
VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st Shave_Teens_1.5.-15.6.;22489151010;In-stream video;1 May 2025;15 Jun 2025;1,039,006;1,366;1200.84
VID_OMD_HR-HR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.05.-30.06.2025;22545555255;In-stream video;15 May 2025;30 Jun 2025;2,598,423;3,382;2301.18
VID_OMD_HR-HR_GB_OG_OBBLD_ALL_RECMANOB_GOO_AUD_DES_OneBlade_YT_23.1.-18.4.2026.;23496452335;In-stream video;23 Jan 2026;18 Apr 2026;0;0;0
Nissan X-trail Nov - Dec 2023. (DN) - CPM;20743323807;Display;7 Nov 2023;7 Dec 2023;0;0;0
Zott Protein Sep - Nov 2023 (YT) - Bumper - CPM;20593930053;In-stream video;29 Sept 2023;10 Nov 2023;0;0;0
202311//Tiling Pro//Ceresit//Etics//GDN;20768293605;Display;15 Nov 2023;29 Nov 2023;0;0;0
mcdonald's reach 2.0 greška;20607828429;In-stream video;3 Oct 2023;19 Nov 2023;0;0;0
McDonald's Employer Image V Nov-Dec 2023 (DG) - CPC;20791055474;Demand Gen;20 Nov 2023;24 Dec 2023;0;0;0
McDonald's Breakfast AO Jan - June 2024 (DN) - CPM;20926399844;Display;8 Jan 2024;30 Jun 2024;0;0;0
McDonald's Obiteljski vikend July 2024 (DN) - CPM;21452466183;Display;12 Jul 2024;14 Jul 2024;0;0;0
McDonald's McDelivery x Bolt II Sep - Oct 2024 (YT) - Reach Mix 2.0 - CPM;21687432703;In-stream video;9 Sept 2024;6 Oct 2024;0;0;0
McDonald's Employer Image V December 2024 (DN) - CPC;21970691883;Display;2 Dec 2024;29 Dec 2024;0;0;0
McDonald's Coffee AO Jan - Mar 2025 (YT) - CPV;22083070983;In-stream video;6 Jan 2025;9 Mar 2025;895,354;817;1999.64
McDonald's Maestro I Feb-Mar 2025 (YT) - CPV;22221082960;In-stream video;10 Feb 2025;24 Mar 2025;1,515,311;1,351;4146.05
McDonald's McCrispy I Feb-Mar 2025 (YT) - CPV;22253567644;In-stream video;17 Feb 2025;23 Mar 2025;1,547,745;1,304;4575.63
McDonald's Breakfast Mushrooms May 2025 - CPV;22515688781;In-stream video;5 May 2025;25 May 2025;413,028;548;1498.18
McDonald's Maestro IV Sep - Oct 2025 (YT) - Bumper;22972236465;In-stream video;8 Sept 2025;26 Oct 2025;3,161,419;1,741;2500.25
