Campaign;Account;Campaign ID;Impr.;Clicks;CTR;Avg. CPM;Avg. CPC;TrueView views;TrueView avg. CPV;Cost_Original;Conversions;Conv. rate;Cost / conv.;Cost;YouTube_Ad_Formats;Target_Countries;Number_of_Countries;Has_Demographics;Demographics_Segments_Count;Demographics_Label;Has_Interests;Interest_Segments_Count;Interests_Label;Start_Date;End_Date;Peak_Reach;Active_Quarters;Cost_Original_Global;Campaign bid strategy type;Target;Brand;Ad_Format;Date_Range;Bid_Strategy_Short;Goal;Standardized_Campaign_Name
DG_OMD_HR-HR_OHC_ID_InterdentalUndiv_InterdentalUndiv_NA_GOO_BRD_PowerFlosser_5.5.-4.7.;Philips Hrvatska EUR;22514121090;4,584,740;73,918;1.61%;0.48;0.03;0;0.0;2199.98;1,041.92;1.41%;2.11;2199.98;Non-YouTube Format;Croatia;1;True;21;Available;True;7;Available;6 May 2025;4 Jul 2025;680369;Q2, Q3;2199.98;Maximise clicks;65+ | All;Philips;Other;May-Jul 25;MaxClicks;Consideration;Philips | Other | 65+ | All | May-Jul 25 | MaxClicks | Consideration
PMAX_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade 15.10-15.12.2025.;Philips Hrvatska EUR;23136999027;512,143;4,790;0.94%;2.74;0.29;28,123;0.02;1402.09;470.17;0.87%;2.98;1402.09;Non-YouTube Format;Croatia;1;False;0;Automatic / PMax;False;0;Automatic / PMax;16 Oct 2025;15 Dec 2025;0;Q4;1402.09;Maximise Conversions;Auto | All;Philips;PMax;Oct-Dec 25;MaxConv;Action;Philips | PMax | Auto | All | Oct-Dec 25 | MaxConv | Action
McDonald's Employer Image II May - June 2025 - (YT) - VVC - CPV;McDonald's EUR;22586420394;2,718,588;14,051;0.52%;3.31;0.64;1,100,803;0.01;8998.33;9,955.38;0.79%;0.9;8998.33;Shorts, Skippable in-stream;Croatia;1;True;21;Available;True;6;Available;23 May 2025;15 Jun 2025;735082;Q2;8998.33;Target CPV;65+ | All;McDonald's;YouTube In-Stream;May-Jun 25;tCPV;Consideration;McDonald's | YouTube In-Stream | 65+ | All | May-Jun 25 | tCPV | Consideration
McDonald's Coffee Monday II Oct - Dec 2025 (YT) - CPV;McDonald's EUR;23156569103;566,789;702;0.12%;3.53;2.85;339,846;0.01;1999.47;237.49;0.06%;8.42;1999.47;Skippable in-stream;Croatia;1;True;21;Available;True;14;Available;20 Oct 2025;28 Dec 2025;333627;Q4;1999.47;Target CPV;65+ | All;McDonald's;YouTube In-Stream;Oct-Dec 25;tCPV;Consideration;McDonald's | YouTube In-Stream | 65+ | All | Oct-Dec 25 | tCPV | Consideration
McDonald's McDelivery AO Nov 2025 (YT) - Bumper;McDonald's EUR;23199593493;633,475;388;0.06%;1.26;2.06;4,579;0.03;799.94;18.14;0.31%;44.11;799.94;Bumper, In-feed;Croatia;1;True;21;Available;True;19;Available;3 Nov 2025;23 Nov 2025;443857;Q4;799.94;Target CPM;65+ | All;McDonald's;YouTube Bumper;Nov 25;tCPM;Awareness;McDonald's | YouTube Bumper | 65+ | All | Nov 25 | tCPM | Awareness
Awareness_CPM_Croatia_GoogleAds_Hidra_EquityI-GDN-April-July2025;Croatia_Hidra;22429120937;15,318,933;10,649;0.07%;0.25;0.36;0;0.0;3849.29;0;0.00%;0.0;3849.29;Non-YouTube Format;Croatia;1;True;21;Available;True;14;Available;10 Apr 2025;6 Jul 2025;1741861;Q2, Q3;3849.29;Viewable CPM;65+ | All;Croatia;Display;Apr-Jul 25;vCPM;Awareness;Croatia | Display | 65+ | All | Apr-Jul 25 | vCPM | Awareness
DG_OMD_HR-HR_GB_OG_GroomingUndiv_GroomingUndivided_NA_GOO_BRD_Multigroom_20.4.-15.6.;Philips Hrvatska EUR;22453368902;3,061,758;54,599;1.78%;0.6;0.03;10,151;0.05;1850.01;887.08;1.00%;2.09;1850.01;Non-YouTube Format;Croatia;1;True;21;Available;True;1;Available;20 Apr 2025;15 Jun 2025;190023;Q2;1850.01;Maximise clicks;65+ | All;Philips;Other;Apr-Jun 25;MaxClicks;Consideration;Philips | Other | 65+ | All | Apr-Jun 25 | MaxClicks | Consideration
PMAX_OMD_HR-HR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.10.-24.12.2025;Philips Hrvatska EUR;23130284850;428,505;3,098;0.72%;3.48;0.48;135,755;0.0;1492.76;50.79;0.03%;29.39;1492.76;Non-YouTube Format;Croatia;1;False;0;Automatic / PMax;False;0;Automatic / PMax;15 Oct 2025;24 Dec 2025;0;Q4;1492.76;Maximise Conversions;Auto | All;Philips;PMax;Oct-Dec 25;MaxConv;Action;Philips | PMax | Auto | All | Oct-Dec 25 | MaxConv | Action
VID_OMD_HR-HR_GB_S_ShavingUnd_ShavingUndivided_NA_GOO_BRD_Shaving_YT_14.11.-31.12.2025.;Philips Hrvatska EUR;23283807728;2,263,559;1,684;0.07%;0.84;1.13;381,890;0.0;1901.16;7.5;0.00%;253.49;1901.16;In-feed, Shorts, Skippable in-stream;Croatia;1;True;21;Available;True;8;Available;20 Nov 2025;31 Dec 2025;710506;Q4;1901.16;Target CPM;65+ | All;Philips;YouTube In-Stream;Nov-Dec 25;tCPM;Awareness;Philips | YouTube In-Stream | 65+ | All | Nov-Dec 25 | tCPM | Awareness
VID_OMD_HR-HR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_YT_20.10.-31.12.2025.;Philips Hrvatska EUR;23163446124;2,186,047;953;0.04%;0.93;2.14;156,359;0.01;2041.81;5.5;0.00%;371.24;2041.81;Bumper, In-feed, Skippable in-stream;Croatia;1;True;21;Available;True;13;Available;22 Oct 2025;31 Dec 2025;755566;Q4;2041.81;Target CPM;65+ | All;Philips;YouTube In-Stream;Oct-Dec 25;tCPM;Awareness;Philips | YouTube In-Stream | 65+ | All | Oct-Dec 25 | tCPM | Awareness
McDonald's Srijeda koja vrijedi više AO May-Jun 2025 (YT) - CPV;McDonald's EUR;22540452712;823,563;1,472;0.18%;3.64;2.04;502,506;0.01;2999.16;1,306.36;0.23%;2.3;2999.16;Skippable in-stream;Croatia;1;True;21;Available;True;19;Available;12 May 2025;22 Jun 2025;438331;Q2;2999.16;Maximum CPV;65+ | All;McDonald's;YouTube In-Stream;May-Jun 25;Maximum CPV;Consideration;McDonald's | YouTube In-Stream | 65+ | All | May-Jun 25 | Maximum CPV | Consideration
Nissan All range Apr - May 2025 - Performance Max;Nissan Hrvatska EUR;22451548513;1,318,643;16,062;1.22%;4.22;0.35;12,128;0.03;5566.94;1,265.48;3.91%;4.4;5566.94;Non-YouTube Format;Croatia;1;False;0;Automatic / PMax;False;0;Automatic / PMax;16 Apr 2025;18 May 2025;0;Q2;5566.94;Maximise Conversions;Auto | All;Nissan;PMax;Apr-May 25;MaxConv;Action;Nissan | PMax | Auto | All | Apr-May 25 | MaxConv | Action
DG_OMD_HR-HR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.10.-24.12.2025;Philips Hrvatska EUR;23136083489;664,789;13,925;2.09%;2.25;0.11;0;0.0;1497.95;29.01;0.21%;51.63;1497.95;Non-YouTube Format;Croatia;1;True;21;Available;True;6;Available;15 Oct 2025;24 Dec 2025;279446;Q4;1497.95;Target CPC;65+ | All;Philips;Other;Oct-Dec 25;Target CPC;Consideration;Philips | Other | 65+ | All | Oct-Dec 25 | Target CPC | Consideration
DG_OMD_HR-HR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_Curler 15.04.-15.06.2025.;Philips Hrvatska EUR;22449188365;2,902,870;56,195;1.94%;0.6;0.03;0;0.0;1750.0;0;0.00%;0.0;1750.0;Non-YouTube Format;Croatia;1;True;21;Available;True;10;Available;15 Apr 2025;15 Jun 2025;362488;Q2;1750.0;Maximise clicks;65+ | All;Philips;Other;Apr-Jun 25;MaxClicks;Consideration;Philips | Other | 65+ | All | Apr-Jun 25 | MaxClicks | Consideration
McDonald's McNuggets III Oct - Nov 2025 (YT) - Bumper;McDonald's EUR;23128436618;1,318,213;708;0.05%;0.91;1.69;7,829;0.03;1198.67;18.98;0.19%;63.15;1198.67;Bumper, In-feed;Croatia;1;True;21;Available;True;17;Available;14 Oct 2025;2 Nov 2025;688860;Q4;1198.67;Target CPM;65+ | All;McDonald's;YouTube Bumper;Oct-Nov 25;tCPM;Awareness;McDonald's | YouTube Bumper | 65+ | All | Oct-Nov 25 | tCPM | Awareness
McDonald's Breakfast July - September 2025 (YT) - Bumper;McDonald's EUR;22739492762;1,619,364;1,302;0.08%;0.93;1.15;20,028;0.01;1499.16;100.95;0.41%;14.85;1499.16;Bumper, In-feed;Croatia;1;True;21;Available;True;16;Available;1 Jul 2025;28 Sept 2025;783841;Q3;1499.16;Target CPM;65+ | All;McDonald's;YouTube Bumper;Jul-Sep 25;tCPM;Awareness;McDonald's | YouTube Bumper | 65+ | All | Jul-Sep 25 | tCPM | Awareness
DG_OMD_HR-HR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_DG_20.10.-31.12.2025.;Philips Hrvatska EUR;23172997630;201,148;3,917;1.95%;4.58;0.24;0;0.0;921.92;19.97;0.51%;46.17;921.92;Non-YouTube Format;Croatia;1;True;21;Available;True;11;Available;22 Oct 2025;31 Dec 2025;111666;Q4;921.92;Maximise clicks;65+ | All;Philips;Other;Oct-Dec 25;MaxClicks;Consideration;Philips | Other | 65+ | All | Oct-Dec 25 | MaxClicks | Consideration
McDonald's Happy Meal May-Jun 2025 (YT) -CPV;McDonald's EUR;22578284536;432,581;534;0.12%;3.47;2.81;266,570;0.01;1499.35;470.26;0.17%;3.19;1499.35;Skippable in-stream;Croatia;1;True;21;Available;True;17;Available;19 May 2025;2 Jun 2025;252682;Q2;1499.35;Maximum CPV;65+ | All;McDonald's;YouTube In-Stream;May-Jun 25;Maximum CPV;Consideration;McDonald's | YouTube In-Stream | 65+ | All | May-Jun 25 | Maximum CPV | Consideration
Zott Jogobella Mar - Apr 2025 (YT) - Bumper - CPM;Zott EUR;22364179833;590,504;629;0.11%;1.36;1.27;0;0.0;800.35;0;0.00%;0.0;800.35;Bumper;Croatia;1;True;21;Available;True;11;Available;24 Mar 2025;20 Apr 2025;296699;Q1, Q2;800.35;Target CPM;65+ | All;Zott;YouTube Bumper;Mar-Apr 25;tCPM;Awareness;Zott | YouTube Bumper | 65+ | All | Mar-Apr 25 | tCPM | Awareness
VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_3.9.-5.10.;Philips Hrvatska EUR;22983748780;2,775,910;2,216;0.08%;0.9;1.13;113,692;0.01;2500.01;9;0.01%;277.78;2500.01;Bumper, In-feed, Shorts, Skippable in-stream;Croatia;1;True;21;Available;True;9;Available;3 Sept 2025;5 Oct 2025;772776;Q3, Q4;2500.01;Target CPM;65+ | All;Philips;YouTube In-Stream;Sep-Oct 25;tCPM;Awareness;Philips | YouTube In-Stream | 65+ | All | Sep-Oct 25 | tCPM | Awareness
McDonald's HM Pokemon Jan Feb 2025 (YT) - Bumper;McDonald's EUR;22165469401;1,003,324;679;0.07%;0.75;1.1;6,718;0.01;748.44;208.08;2.82%;3.6;748.44;Bumper, In-feed;Croatia;1;True;21;Available;True;25;Available;24 Jan 2025;7 Feb 2025;644703;Q1;748.44;Target CPM;65+ | All;McDonald's;YouTube Bumper;Jan-Feb 25;tCPM;Awareness;McDonald's | YouTube Bumper | 65+ | All | Jan-Feb 25 | tCPM | Awareness
McDonald's HM Lil McD's July 2025 (YT) - Bumper;McDonald's EUR;22775346894;456,687;540;0.12%;1.54;1.3;0;0.0;704.25;13.69;2.54%;51.43;704.25;Bumper;Croatia;1;True;21;Available;True;17;Available;11 Jul 2025;27 Jul 2025;399058;Q3;704.25;Target CPM;65+ | All;McDonald's;YouTube Bumper;Jul 25;tCPM;Awareness;McDonald's | YouTube Bumper | 65+ | All | Jul 25 | tCPM | Awareness
Nissan QQ Sep - Oct 2025 - Performance Max;Nissan Hrvatska EUR;23021710473;798,089;11,662;1.46%;6.27;0.43;22,774;0.02;5000.14;892.34;1.73%;5.6;5000.14;Non-YouTube Format;Croatia;1;False;0;Automatic / PMax;False;0;Automatic / PMax;17 Sept 2025;20 Oct 2025;0;Q3, Q4;5000.14;Maximise Conversions;Auto | All;Nissan;PMax;Sep-Oct 25;MaxConv;Action;Nissan | PMax | Auto | All | Sep-Oct 25 | MaxConv | Action
Zott Protein Jan - Mar 2025 (DN) - CPM;Zott EUR;22105292855;12,818,002;5,325;0.04%;0.21;0.5;0;0.0;2639.7;0;0.00%;0.0;2640.39;Non-YouTube Format;Croatia;1;True;21;Available;True;9;Available;8 Jan 2025;30 Mar 2025;1478012;Q1;2639.7;Viewable CPM;65+ | All;Zott;Other;Jan-Mar 25;vCPM;Awareness;Zott | Other | 65+ | All | Jan-Mar 25 | vCPM | Awareness
McDonald's HM TMNT x Sanrio August 2025 (YT) - CPV;McDonald's EUR;22872439121;190,155;235;0.12%;2.14;1.73;133,564;0.0;406.64;48.52;0.03%;8.38;406.64;In-feed, Shorts, Skippable in-stream;Croatia;1;True;21;Available;True;23;Available;6 Aug 2025;24 Aug 2025;154348;Q3;406.64;Target CPV;65+ | All;McDonald's;YouTube In-Stream;Aug 25;tCPV;Consideration;McDonald's | YouTube In-Stream | 65+ | All | Aug 25 | tCPV | Consideration
T03_001594_HR_NFC_Q10DualActionSerum_CO_Jan25_Mar25_fullf_OMD_DigGR_gdn;HR_Nivea_Google Display Network_x_OMD_EUR;22139609415;1,274,674;40,269;3.16%;2.35;0.07;0;0.0;2998.65;2,922.60;7.26%;1.03;2999.14;Non-YouTube Format;Croatia;1;True;21;Available;True;12;Available;20 Jan 2025;2 Mar 2025;305927;Q1;2998.65;Maximise Conversions;65+ | All;Nivea;Display;Jan-Mar 25;MaxConv;Action;Nivea | Display | 65+ | All | Jan-Mar 25 | MaxConv | Action
McDonald's Breakfast AO Sep - Dec 2025 (YT) - CPV;McDonald's EUR;23051178150;810,474;651;0.08%;3.08;3.84;550,206;0.0;2499.9;234.31;0.04%;10.67;2499.9;Skippable in-stream;Croatia;1;True;21;Available;True;19;Available;29 Sept 2025;30 Dec 2025;406692;Q3, Q4;2499.9;Target CPV;65+ | All;McDonald's;YouTube In-Stream;Sep-Dec 25;tCPV;Consideration;McDonald's | YouTube In-Stream | 65+ | All | Sep-Dec 25 | tCPV | Consideration
McDonald's Coffee July - September 2025 (YT) - Bumper;McDonald's EUR;22733055054;2,876,217;921;0.03%;0.52;1.63;21,762;0.02;1500.38;101.75;0.38%;14.75;1500.38;Bumper, In-feed;Croatia;1;True;21;Available;True;16;Available;1 Jul 2025;28 Sept 2025;956138;Q3;1500.38;Target CPM;65+ | All;McDonald's;YouTube Bumper;Jul-Sep 25;tCPM;Awareness;McDonald's | YouTube Bumper | 65+ | All | Jul-Sep 25 | tCPM | Awareness
DG_OMD_HR-HR_GB_OG_Grooming_GroomingUndivided_NA_GOO_BRD_Multigroom_20.09.-10.11.;Philips Hrvatska EUR;23156565104;303,718;4,585;1.51%;5.1;0.34;0;0.0;1550.44;6.05;0.13%;256.44;1550.44;Non-YouTube Format;Croatia;1;True;21;Available;True;1;Available;20 Oct 2025;10 Nov 2025;75774;Q4;1550.44;Maximise clicks;65+ | All;Philips;Other;Oct-Nov 25;MaxClicks;Consideration;Philips | Other | 65+ | All | Oct-Nov 25 | MaxClicks | Consideration
McDonald's McCrispy AO Aug - Sep 2025 (YT) - CPV;McDonald's EUR;22886402763;979,256;811;0.08%;2.55;3.08;676,872;0.0;2500.44;252.07;0.03%;9.92;2500.44;Skippable in-stream;Croatia;1;True;21;Available;True;17;Available;11 Aug 2025;28 Sept 2025;446812;Q3;2500.44;Target CPV;65+ | All;McDonald's;YouTube In-Stream;Aug-Sep 25;tCPV;Consideration;McDonald's | YouTube In-Stream | 65+ | All | Aug-Sep 25 | tCPV | Consideration
DG_OMD_HR-HR_GB_S_ShavingUnd_ShavingUndivided_NA_GOO_BRD_Shaving_DG_14.11.-31.12.2025.;Philips Hrvatska EUR;23283832784;60,031;770;1.28%;9.18;0.72;0;0.0;550.81;9.91;1.29%;55.56;550.81;Non-YouTube Format;Croatia;1;True;21;Available;True;5;Available;20 Nov 2025;31 Dec 2025;18151;Q4;550.81;Maximise clicks;65+ | All;Philips;Other;Nov-Dec 25;MaxClicks;Consideration;Philips | Other | 65+ | All | Nov-Dec 25 | MaxClicks | Consideration
McDonald's MOP Aug - Sep 2025 (YT) - Bumper;McDonald's EUR;22974152623;2,470,889;1,408;0.06%;0.81;1.42;12,868;0.02;1998.21;45.75;0.27%;43.68;1998.21;Bumper, In-feed;Croatia;1;True;21;Available;True;17;Available;1 Sept 2025;18 Sept 2025;1035246;Q3;1998.21;Target CPM;65+ | All;McDonald's;YouTube Bumper;Sep 25;tCPM;Awareness;McDonald's | YouTube Bumper | 65+ | All | Sep 25 | tCPM | Awareness
VID_OMD_HR-HR_OHC_ID_InterdentalUndiv_InterdentalUndiv_NA_GOO_BRD_PowerFlosser_5.5.-4.7.;Philips Hrvatska EUR;22514122692;2,362,018;2,242;0.09%;0.93;0.98;26,618;0.02;2200.99;113.35;0.32%;19.42;2200.99;Bumper, In-feed, Shorts;Croatia;1;True;21;Available;True;7;Available;6 May 2025;4 Jul 2025;689880;Q2, Q3;2200.99;Target CPM;65+ | All;Philips;YouTube Bumper;May-Jul 25;tCPM;Awareness;Philips | YouTube Bumper | 65+ | All | May-Jul 25 | tCPM | Awareness
McDonald's 1+1 May-Aug 2025 (YT) - Bumper;McDonald's EUR;22577658432;3,306,032;2,066;0.06%;0.76;1.21;31,285;0.01;2501.9;444.95;1.17%;5.62;2501.9;Bumper, In-feed;Croatia;1;True;21;Available;True;19;Available;26 May 2025;30 Aug 2025;957976;Q2, Q3;2501.9;Target CPM;65+ | All;McDonald's;YouTube Bumper;May-Aug 25;tCPM;Awareness;McDonald's | YouTube Bumper | 65+ | All | May-Aug 25 | tCPM | Awareness
McDonald's Mixology July 2025 (YT) - CPV;McDonald's EUR;22761591506;413,288;495;0.12%;2.9;2.42;277,406;0.0;1199.43;144.89;0.05%;8.28;1199.43;Skippable in-stream;Croatia;1;True;21;Available;True;17;Available;7 Jul 2025;27 Jul 2025;301148;Q3;1199.43;Maximum CPV;65+ | All;McDonald's;YouTube In-Stream;Jul 25;Maximum CPV;Consideration;McDonald's | YouTube In-Stream | 65+ | All | Jul 25 | Maximum CPV | Consideration
McDonald's Srijeda koja vrijedi više AO June - September 2025 (YT) - CPV;McDonald's EUR;22684510476;1,970,700;4,236;0.21%;3.04;1.42;1,193,998;0.01;5999.54;1,384.85;0.10%;4.33;5999.54;Skippable in-stream;Croatia;1;True;21;Available;True;19;Available;23 Jun 2025;28 Sept 2025;743494;Q2, Q3;5999.54;Maximum CPV;65+ | All;McDonald's;YouTube In-Stream;Jun-Sep 25;Maximum CPV;Consideration;McDonald's | YouTube In-Stream | 65+ | All | Jun-Sep 25 | Maximum CPV | Consideration
Nissan QQ March 2025 - Performance Max;Nissan Hrvatska EUR;22307343993;951,574;12,313;1.29%;4.74;0.37;31,212;0.04;4512.45;997.36;1.50%;4.52;4512.45;Non-YouTube Format;Croatia;1;False;0;Automatic / PMax;False;0;Automatic / PMax;6 Mar 2025;6 Apr 2025;0;Q1, Q2;4512.45;Maximise Conversions;Auto | All;Nissan;PMax;Mar-Apr 25;MaxConv;Action;Nissan | PMax | Auto | All | Mar-Apr 25 | MaxConv | Action
Nissan QQ June 2025 (DN) - CPM;Nissan Hrvatska EUR;22641575224;4,568,254;3,169;0.07%;0.22;0.32;0;0.0;999.32;78.78;2.49%;12.68;999.32;Non-YouTube Format;Croatia;1;True;21;Available;True;19;Available;5 Jun 2025;29 Jun 2025;963308;Q2;999.32;Viewable CPM;65+ | All;Nissan;Other;Jun 25;vCPM;Awareness;Nissan | Other | 65+ | All | Jun 25 | vCPM | Awareness
Zott Jogobella Jan - Feb 2025 (YT) - TrueView - CPV;Zott EUR;22133482768;1,788,065;951;0.05%;1.72;3.24;783,585;0.0;3080.37;0;0.00%;0.0;3080.37;In-feed, Shorts, Skippable in-stream;Croatia;1;True;21;Available;True;11;Available;15 Jan 2025;28 Feb 2025;523930;Q1;3080.37;Target CPV;65+ | All;Zott;YouTube In-Stream;Jan-Feb 25;tCPV;Consideration;Zott | YouTube In-Stream | 65+ | All | Jan-Feb 25 | tCPV | Consideration
Nissan All range November 2025 (DN) - CPM;Nissan Hrvatska EUR;23209428377;11,937,662;7,894;0.07%;0.26;0.4;0;0.0;3119.99;19.61;0.25%;159.11;3119.99;Non-YouTube Format;Croatia;1;True;21;Available;True;22;Available;1 Nov 2025;30 Nov 2025;1364326;Q4;3119.99;Viewable CPM;65+ | All;Nissan;Other;Nov 25;vCPM;Awareness;Nissan | Other | 65+ | All | Nov 25 | vCPM | Awareness
McDonald's Coffee AO Jan - Mar 2025 (YT) - Bumper;McDonald's EUR;22089219752;899,733;265;0.03%;0.56;1.89;6,102;0.01;500.2;63.74;1.00%;7.85;500.2;Bumper, In-feed;Croatia;1;True;21;Available;True;16;Available;6 Jan 2025;9 Mar 2025;518898;Q1;500.2;Target CPM;65+ | All;McDonald's;YouTube Bumper;Jan-Mar 25;tCPM;Awareness;McDonald's | YouTube Bumper | 65+ | All | Jan-Mar 25 | tCPM | Awareness
McDonald's Happy Meal Playmobil December 2025 (YT) - CPV;McDonald's EUR;23357095577;265,389;202;0.08%;3.77;4.95;173,435;0.01;999.7;75.96;0.04%;13.16;999.7;Skippable in-stream;Croatia;1;True;21;Available;True;20;Available;12 Dec 2025;24 Dec 2025;184236;Q4;999.7;Target CPV;65+ | All;McDonald's;YouTube In-Stream;Dec 25;tCPV;Consideration;McDonald's | YouTube In-Stream | 65+ | All | Dec 25 | tCPV | Consideration
McDonald's Maestro I Feb-Mar 2025 (YT) - Bumper;McDonald's EUR;22217107820;3,842,178;2,164;0.06%;0.63;1.11;20,239;0.02;2410.91;898.79;3.96%;2.68;2410.91;Bumper, In-feed;Croatia;1;True;21;Available;True;18;Available;10 Feb 2025;24 Mar 2025;1136489;Q1;2410.91;Target CPM;65+ | All;McDonald's;YouTube Bumper;Feb-Mar 25;tCPM;Awareness;McDonald's | YouTube Bumper | 65+ | All | Feb-Mar 25 | tCPM | Awareness
McDonald's McDelivery July - September 2025 (YT) - CPV;McDonald's EUR;22732857306;1,078,250;1,373;0.13%;2.88;2.26;694,448;0.0;3101.93;506.78;0.07%;6.12;3101.93;Skippable in-stream;Croatia;1;True;21;Available;True;19;Available;1 Jul 2025;28 Sept 2025;548562;Q3;3101.93;Maximum CPV;65+ | All;McDonald's;YouTube In-Stream;Jul-Sep 25;Maximum CPV;Consideration;McDonald's | YouTube In-Stream | 65+ | All | Jul-Sep 25 | Maximum CPV | Consideration
Nissan All range Feb 2025 - Perfomance Max;Nissan Hrvatska EUR;22194856022;723,877;15,691;2.17%;5.48;0.25;40,000;0.02;3964.06;885.06;1.20%;4.48;3964.06;Non-YouTube Format;Croatia;1;False;0;Automatic / PMax;False;0;Automatic / PMax;4 Feb 2025;5 Mar 2025;0;Q1;3964.06;Maximise Conversions;Auto | All;Nissan;Other;Feb-Mar 25;MaxConv;Action;Nissan | Other | Auto | All | Feb-Mar 25 | MaxConv | Action
PMAX_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;Philips Hrvatska EUR;22850295323;1,319,031;23,240;1.76%;4.14;0.24;66,009;0.0;5462.58;2,796.96;3.00%;1.95;5460.02;Non-YouTube Format;Australia, Belgium, Brazil, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hong Kong, Iceland, Israel, Japan, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Nigeria, Norway, Oman, Poland, Portugal, Qatar, Reunion, Romania, Saudi Arabia, Singapore, South Africa, Spain, Sweden, Switzerland, United States, Zimbabwe;38;False;0;Automatic / PMax;False;0;Automatic / PMax;1 Aug 2025;31 Dec 2025;0;Q3, Q4;5462.58;Maximise Conversions;Auto | All;Philips;PMax;Aug-Dec 25;MaxConv;Action;Philips | PMax | Auto | All | Aug-Dec 25 | MaxConv | Action
DG_OMD_HR-HR_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_4.3.-15.4.2025.;Philips Hrvatska EUR;22299667824;3,687,467;71,319;1.93%;0.59;0.03;0;0.0;2169.64;0;0.00%;0.0;2169.64;Non-YouTube Format;Croatia;1;True;21;Available;True;9;Available;4 Mar 2025;15 Apr 2025;255725;Q1, Q2;2169.64;Maximise clicks;65+ | All;Philips;Other;Mar-Apr 25;MaxClicks;Consideration;Philips | Other | 65+ | All | Mar-Apr 25 | MaxClicks | Consideration
McDonald's_Coffee_I_March_2025 (YT) - Bumper;McDonald's EUR;22324496873;149,863;41;0.03%;0.68;2.5;1,672;0.02;102.51;14;0.79%;7.32;102.51;Bumper, In-feed;Croatia;1;True;21;Available;True;18;Available;10 Mar 2025;30 Mar 2025;137738;Q1;102.51;Target CPM;65+ | All;McDonald's;YouTube Bumper;Mar 25;tCPM;Awareness;McDonald's | YouTube Bumper | 65+ | All | Mar 25 | tCPM | Awareness
McDonald's Breakfast Mushrooms May - Sep 2025. - CPV;McDonald's EUR;22600788851;116,860;83;0.07%;3.6;5.06;83,139;0.01;420.26;72.33;0.08%;5.81;420.26;Skippable in-stream;Croatia;1;True;21;Available;True;19;Available;26 May 2025;28 Sept 2025;96818;Q2;420.26;Maximum CPV;65+ | All;McDonald's;YouTube In-Stream;May-Sep 25;Maximum CPV;Consideration;McDonald's | YouTube In-Stream | 65+ | All | May-Sep 25 | Maximum CPV | Consideration
DG_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade 15.10-15.12.2025.;Philips Hrvatska EUR;23142265886;502,759;6,604;1.31%;2.81;0.21;0;0.0;1413.35;36.01;0.55%;39.25;1413.35;Non-YouTube Format;Croatia;1;True;21;Available;True;17;Available;16 Oct 2025;19 Dec 2025;216135;Q4;1413.35;Maximise clicks;65+ | All;Philips;Other;Oct-Dec 25;MaxClicks;Consideration;Philips | Other | 65+ | All | Oct-Dec 25 | MaxClicks | Consideration
McDonald's McCrispy II April - May 2025 (YT) - CPV;McDonald's EUR;22455842356;1,122,354;1,420;0.13%;3.39;2.68;690,884;0.01;3800.01;1,143.02;0.15%;3.32;3800.01;Skippable in-stream;Croatia;1;True;21;Available;True;17;Available;21 Apr 2025;25 May 2025;530044;Q2;3800.01;Maximum CPV;65+ | All;McDonald's;YouTube In-Stream;Apr-May 25;Maximum CPV;Consideration;McDonald's | YouTube In-Stream | 65+ | All | Apr-May 25 | Maximum CPV | Consideration
Nissan All range Apr - May 2025 (DN) - CPM;Nissan Hrvatska EUR;22441690734;18,491,547;11,833;0.06%;0.22;0.34;0;0.0;3996.39;55.77;0.47%;71.66;3996.39;Non-YouTube Format;Croatia;1;True;21;Available;True;22;Available;16 Apr 2025;18 May 2025;1626749;Q2;3996.39;Viewable CPM;65+ | All;Nissan;Other;Apr-May 25;vCPM;Awareness;Nissan | Other | 65+ | All | Apr-May 25 | vCPM | Awareness
